,index,Component,Samples,Test,Units,Score,SD
950,1038,2 x AMD EPYC 7373X 16-Core,4.0,numpy,Score (Average),479,39
951,1039,AMD Ryzen 7 5700G,3.0,numpy,Score (Average),479,8
952,1040,AMD Ryzen 7 PRO 5850U,7.0,numpy,Score (Average),472,14
953,1041,2 x AMD EPYC 75F3 32-Core,23.0,numpy,Score (Average),471,45
954,1042,AMD EPYC 72F3 8-Core,7.0,numpy,Score (Average),469,42
955,1043,AMD Ryzen 9 5900HX,14.0,numpy,Score (Average),467,41
956,1044,AMD EPYC 73F3 16-Core,6.0,numpy,Score (Average),465,40
957,1045,2 x AMD EPYC 73F3 16-Core,6.0,numpy,Score (Average),464,41
958,1046,AMD EPYC 74F3 24-Core,7.0,numpy,Score (Average),462,38
959,1047,2 x AMD EPYC 7313 16-Core,5.0,numpy,Score (Average),461,41
960,1048,AMD EPYC 75F3 32-Core,10.0,numpy,Score (Average),461,39
961,1049,AMD Ryzen 5 5500,6.0,numpy,Score (Average),459,22
962,1050,Intel Xeon Max 9468,4.0,numpy,Score (Average),459,3
963,1051,Intel Xeon Platinum 8490H,9.0,numpy,Score (Average),458,2
964,1052,Intel Xeon Max 9480,4.0,numpy,Score (Average),458,8
965,1053,AMD EPYC 7773X 64-Core,11.0,numpy,Score (Average),457,27
966,1054,2 x AMD EPYC 7773X 64-Core,21.0,numpy,Score (Average),456,40
967,1055,AMD EPYC 7313P 16-Core,4.0,numpy,Score (Average),447,28
968,1056,Intel Core i9-9900KS,10.0,numpy,Score (Average),447,10
969,1057,2 x Intel Xeon Platinum 8490H,13.0,numpy,Score (Average),446,28
970,1058,AMD EPYC 7543 32-Core,12.0,numpy,Score (Average),445,30
971,1059,2 x Intel Xeon Max 9480,15.0,numpy,Score (Average),444,23
972,1060,Intel Core i9-10900K,20.0,numpy,Score (Average),443,34
973,1061,Intel Core i9-9900K,10.0,numpy,Score (Average),443,5
974,1062,AMD EPYC 7713 64-Core,14.0,numpy,Score (Average),441,41
975,1063,Intel Core i7-8086K,4.0,numpy,Score (Average),437,27
976,1064,Intel Core i7-1185G7,6.0,numpy,Score (Average),437,39
977,1065,2 x AMD EPYC 7713 64-Core,15.0,numpy,Score (Average),436,43
978,1066,AMD EPYC 7643 48-Core,3.0,numpy,Score (Average),434,34
979,1067,2 x AMD EPYC 7643 48-Core,3.0,numpy,Score (Average),433,45
980,1068,2 x Intel Xeon Max 9468,5.0,numpy,Score (Average),432,11
981,1069,AMD EPYC 7K83 64-Core,3.0,numpy,Score (Average),428,4
982,1070,AMD Ryzen 7 3800XT 8-Core,12.0,numpy,Score (Average),428,21
983,1071,2 x AMD EPYC 7663 56-Core,4.0,numpy,Score (Average),426,32
984,1072,AMD Ryzen Threadripper 3970X 32-Core,20.0,numpy,Score (Average),424,16
985,1073,2 x AMD EPYC 9754 128-Core,4.0,numpy,Score (Average),424,2
986,1074,2 x AMD EPYC 7543 32-Core,3.0,numpy,Score (Average),423,39
987,1075,Intel Core i9-9900,5.0,numpy,Score (Average),423,19
988,1076,AMD Ryzen Threadripper 3960X 24-Core,6.0,numpy,Score (Average),420,10
989,1077,AMD EPYC 7663 56-Core,3.0,numpy,Score (Average),419,39
990,1078,AMD Ryzen 9 3950X 16-Core,27.0,numpy,Score (Average),418,10
991,1080,Intel Core i7-1165G7,23.0,numpy,Score (Average),417,59
992,1081,AMD Ryzen 7 3700X 8-Core,15.0,numpy,Score (Average),416,25
993,1082,AMD Ryzen 3 3300X 4-Core,5.0,numpy,Score (Average),415,20
994,1083,Intel Xeon E-2288G,13.0,numpy,Score (Average),414,19
995,1084,AMD Ryzen 9 3900X 12-Core,34.0,numpy,Score (Average),413,17
996,1085,2 x Intel Xeon Platinum 8362,4.0,numpy,Score (Average),411,2
997,1086,AMD Ryzen 9 3900XT 12-Core,14.0,numpy,Score (Average),411,29
998,1087,Intel Core i5-10600K,16.0,numpy,Score (Average),410,10
999,1088,2 x AMD EPYC 7763 64-Core,24.0,numpy,Score (Average),410,38
1000,1089,Intel Xeon E-2278G,5.0,numpy,Score (Average),409,409
1001,1090,AMD Ryzen 5 3600 6-Core,6.0,numpy,Score (Average),405,9
1002,1091,AMD Ryzen 5 3600X 6-Core,11.0,numpy,Score (Average),405,8
1003,1092,2 x AMD EPYC 7513 32-Core,5.0,numpy,Score (Average),403,34
1004,1093,Intel Core i7-8700K,4.0,numpy,Score (Average),401,12
1005,1094,Intel Xeon Platinum 8380,4.0,numpy,Score (Average),399,1
1006,1095,AMD Ryzen 9 PRO 3900 12-Core,3.0,numpy,Score (Average),398,398
1007,1096,AMD EPYC 7763 64-Core,24.0,numpy,Score (Average),396,57
1008,1097,AMD Ryzen Threadripper 3990X 64-Core,24.0,numpy,Score (Average),395,17
1009,1098,AMD Ryzen 7 3800X 8-Core,13.0,numpy,Score (Average),390,15
1010,1099,AMD Ryzen Threadripper PRO 3975WX 32-Cores,5.0,numpy,Score (Average),384,11
1011,1100,2 x Intel Xeon Platinum 8380,34.0,numpy,Score (Average),383,22
1012,1102,Intel Core i7-8700B,7.0,numpy,Score (Average),382,21
1013,1103,Intel Xeon W-2295,5.0,numpy,Score (Average),376,19
1014,1104,Intel Core i7-7740K,4.0,numpy,Score (Average),375,6
1015,1105,Intel Core i9-10980XE,12.0,numpy,Score (Average),375,17
1016,1106,Intel Core i7-1065G7,13.0,numpy,Score (Average),371,28
1017,1107,Intel Core i9-7980XE,7.0,numpy,Score (Average),365,4
1018,1108,Intel Core i7-9750H,17.0,numpy,Score (Average),363,14
1019,1109,Intel Core i7-7900X,4.0,numpy,Score (Average),362,3
1020,1110,Intel Core i3-10100,8.0,numpy,Score (Average),360,17
1021,1111,2 x AMD EPYC 7F32 8-Core,3.0,numpy,Score (Average),359,10
1022,1112,2 x AMD EPYC 7F52 16-Core,7.0,numpy,Score (Average),357,7
1023,1113,Intel Xeon Gold 6258R,4.0,numpy,Score (Average),351,9
1024,1114,AMD EPYC 7F52 16-Core,21.0,numpy,Score (Average),351,12
1025,1116,AMD EPYC 7F32 8-Core,18.0,numpy,Score (Average),346,13
1026,1117,Intel Core i5-8400,4.0,numpy,Score (Average),343,9
1027,1118,Intel Xeon Platinum 8280,6.0,numpy,Score (Average),342,14
1028,1119,2 x Intel Xeon Platinum 8280,29.0,numpy,Score (Average),340,16
1029,1120,Intel Xeon Gold 5220R,5.0,numpy,Score (Average),333,18
1030,1121,Intel Core i5-9400F,5.0,numpy,Score (Average),332,14
1031,1122,Intel Core i5-10210U,3.0,numpy,Score (Average),329,2
1032,1123,Intel Core i7-7700,4.0,numpy,Score (Average),327,36
1033,1124,2 x AMD EPYC 7F72 24-Core,19.0,numpy,Score (Average),326,11
1034,1125,Intel Xeon E3-1270 v5,18.0,numpy,Score (Average),325,20
1035,1126,AMD EPYC 7F72 24-Core,10.0,numpy,Score (Average),323,10
1036,1127,2 x Intel Xeon Gold 6138,3.0,numpy,Score (Average),322,47
1037,1128,Intel Core i7-8565U,4.0,numpy,Score (Average),322,14
1038,1129,AMD Ryzen 3 3100 4-Core,6.0,numpy,Score (Average),321,321
1039,1130,Intel Xeon E3-1245 v5,3.0,numpy,Score (Average),319,1
1040,1131,Intel Xeon Gold 6226R,9.0,numpy,Score (Average),319,4
1041,1132,Intel Core i7-4790K,6.0,numpy,Score (Average),319,5
1042,1133,AMD Ryzen Threadripper 2970WX 24-Core,5.0,numpy,Score (Average),318,6
1043,1134,2 x Intel Xeon Platinum 8272CL,4.0,numpy,Score (Average),318,9
1044,1135,AMD Ryzen 7 2700X Eight-Core,5.0,numpy,Score (Average),318,16
1045,1136,Intel Xeon E3-1240 v5,4.0,numpy,Score (Average),316,19
1046,1137,Intel Pentium Gold G6400,7.0,numpy,Score (Average),315,14
1047,1138,Intel Xeon E3-1280 v5,7.0,numpy,Score (Average),314,7
1048,1139,AMD Ryzen Threadripper 2990WX 32-Core,6.0,numpy,Score (Average),314,20
1049,1140,Intel Xeon E3-1260L v5,3.0,numpy,Score (Average),314,1
1050,1141,Intel Core i7-6700,4.0,numpy,Score (Average),314,28
1051,1142,Intel Core i7-9700TE,5.0,numpy,Score (Average),314,17
1052,1144,2 x AMD EPYC 7742 64-Core,26.0,numpy,Score (Average),314,11
1053,1145,Intel Xeon Gold 5218,10.0,numpy,Score (Average),313,8
1054,1146,2 x Intel Xeon Gold 5220R,17.0,numpy,Score (Average),311,17
1055,1147,AMD EPYC 7262 8-Core,5.0,numpy,Score (Average),310,12
1056,1148,AMD EPYC 7742 64-Core,16.0,numpy,Score (Average),309,5
1057,1149,AMD EPYC 7542 32-Core,8.0,numpy,Score (Average),309,4
1058,1150,2 x Intel Xeon Platinum 8259L,5.0,numpy,Score (Average),306,10
1059,1151,AMD EPYC 7502P 32-Core,15.0,numpy,Score (Average),305,6
1060,1152,AMD EPYC 7702 64-Core,14.0,numpy,Score (Average),305,9
1061,1153,AMD EPYC 7642 48-Core,14.0,numpy,Score (Average),304,12
1062,1154,AMD EPYC 7402P 24-Core,10.0,numpy,Score (Average),304,5
1063,1155,AMD EPYC 7452 32-Core,7.0,numpy,Score (Average),304,4
1064,1157,Intel Core i3-8100,5.0,numpy,Score (Average),303,14
1065,1158,2 x Intel Xeon Gold 6226R,4.0,numpy,Score (Average),301,9
1066,1159,Intel Core i7-8550U,8.0,numpy,Score (Average),301,6
1067,1160,AMD EPYC 7502 32-Core,6.0,numpy,Score (Average),300,2
1068,1161,AMD EPYC 7552 48-Core,10.0,numpy,Score (Average),300,4
1069,1162,Intel Core i5-7600K,7.0,numpy,Score (Average),299,6
1070,1163,AMD EPYC 7532 32-Core,10.0,numpy,Score (Average),299,5
1071,1164,Intel Core i3-7100,10.0,numpy,Score (Average),298,21
1072,1165,AMD Ryzen 7 2700 Eight-Core,6.0,numpy,Score (Average),298,20
1073,1166,AMD EPYC 7662 64-Core,10.0,numpy,Score (Average),298,6
1074,1167,AMD EPYC 7302P 16-Core,16.0,numpy,Score (Average),297,18
1075,1168,AMD EPYC 7282 16-Core,11.0,numpy,Score (Average),296,6
1076,1169,AMD EPYC 7272 12-Core,8.0,numpy,Score (Average),294,6
1077,1170,AMD Ryzen 7 4700U,9.0,numpy,Score (Average),294,19
1078,1171,AMD Ryzen 5 5500U,7.0,numpy,Score (Average),292,7
1079,1172,AMD EPYC 7352 24-Core,6.0,numpy,Score (Average),291,13
1080,1173,Intel Xeon Silver 4215R,3.0,numpy,Score (Average),290,290
1081,1174,Intel Xeon Gold 5217,5.0,numpy,Score (Average),289,1
1082,1175,AMD Ryzen 5 2600 Six-Core,7.0,numpy,Score (Average),289,12
1083,1176,Intel Core i5-6500,4.0,numpy,Score (Average),286,9
1084,1177,AMD Ryzen 5 3400G,3.0,numpy,Score (Average),286,10
1085,1178,AMD EPYC 7252 8-Core,3.0,numpy,Score (Average),286,286
1086,1179,2 x Intel Xeon Gold 6254,3.0,numpy,Score (Average),284,284
1087,1180,Intel Xeon E5-1680 v3,4.0,numpy,Score (Average),284,4
1088,1181,Intel Xeon Silver 4214R,3.0,numpy,Score (Average),282,282
1089,1182,Intel Xeon Silver 4216,11.0,numpy,Score (Average),282,13
1090,1183,AMD Ryzen 7 1800X Eight-Core,8.0,numpy,Score (Average),278,4
1091,1184,AMD Ryzen 5 2400G,7.0,numpy,Score (Average),273,37
1092,1185,Intel Celeron G5900,5.0,numpy,Score (Average),272,6
1093,1186,AMD Ryzen 3 1300X,5.0,numpy,Score (Average),271,7
1094,1187,2 x Intel Xeon Gold 5218,3.0,numpy,Score (Average),270,8
1095,1188,AMD Ryzen 5 4500U,15.0,numpy,Score (Average),270,7
1096,1189,Intel Core i7-5775C,5.0,numpy,Score (Average),268,21
1097,1190,AMD EPYC 7232P 8-Core,11.0,numpy,Score (Average),268,6
1098,1191,Intel Core i7-5960X,5.0,numpy,Score (Average),268,2
1099,1192,Intel Core i7-4770K,3.0,numpy,Score (Average),266,1
1100,1193,Intel Xeon Platinum 8253,4.0,numpy,Score (Average),265,6
1101,1194,Intel Core i5-4670,6.0,numpy,Score (Average),264,12
1102,1195,AMD Ryzen 7 1700 Eight-Core,12.0,numpy,Score (Average),263,10
1103,1196,Intel Core i7-6700HQ,5.0,numpy,Score (Average),261,20
1104,1197,Intel Xeon E5-2687W v3,5.0,numpy,Score (Average),258,6
1105,1198,AMD Ryzen 7 1700X Eight-Core,3.0,numpy,Score (Average),258,8
1106,1199,4 x Intel Xeon Gold 6254,3.0,numpy,Score (Average),258,6
1107,1200,AMD EPYC 7601 32-Core,13.0,numpy,Score (Average),257,4
1108,1201,AMD Athlon 3000G,3.0,numpy,Score (Average),253,15
1109,1202,Intel Xeon E3-1235L v5,3.0,numpy,Score (Average),253,1
1110,1203,2 x AMD EPYC 7601 32-Core,8.0,numpy,Score (Average),252,10
1111,1205,AMD Ryzen 3 2200G,5.0,numpy,Score (Average),251,12
1112,1206,AMD Ryzen 3 3200G,3.0,numpy,Score (Average),249,29
1113,1207,AMD Custom APU 0405,3.0,numpy,Score (Average),242,3
1114,1208,2 x Intel Xeon E5-2678 v3,3.0,numpy,Score (Average),240,21
1115,1209,2 x Intel Xeon E5-2680 v2,3.0,numpy,Score (Average),223,19
1116,1210,Intel Core i7-4960X,4.0,numpy,Score (Average),222,6
1117,1211,AMD Ryzen 3 3200U,12.0,numpy,Score (Average),219,5
1118,1212,Intel Core i7-5600U,3.0,numpy,Score (Average),214,22
1119,1213,Intel Core i5-5300U,4.0,numpy,Score (Average),208,9
1120,1214,Intel Core i5-3470,5.0,numpy,Score (Average),207,2
1121,1215,Intel Core i7-5500U,3.0,numpy,Score (Average),206,1
1122,1216,Intel Core i7-3770K,4.0,numpy,Score (Average),198,3
1123,1218,Intel Core i7-2700K,4.0,numpy,Score (Average),193,11
1124,1219,Intel Core i7-3517U,6.0,numpy,Score (Average),173,3
1125,1220,Intel Core i3-4130,5.0,numpy,Score (Average),172,13
1126,1221,2 x Intel Xeon E5-2650 0,3.0,numpy,Score (Average),168,2
1127,1223,AMD FX-8370 Eight-Core,4.0,numpy,Score (Average),150,150
1128,1224,AMD A10-7870K Radeon R7 12 Compute Cores 4C+8G,4.0,numpy,Score (Average),138,138
1129,1225,AMD FX-8150 Eight-Core,4.0,numpy,Score (Average),137,3
1130,1226,AMD A10-7850K APU,9.0,numpy,Score (Average),131,5
1131,1233,2 x AMD EPYC 9575F 64-Core,4.0,nwchem,Seconds (Average),1127,1
1132,1234,AMD EPYC 9575F 64-Core,3.0,nwchem,Seconds (Average),1226,1226
1133,1235,2 x AMD EPYC 9554 64-Core,17.0,nwchem,Seconds (Average),1250,138
1134,1236,2 x AMD EPYC 9655 96-Core,5.0,nwchem,Seconds (Average),1281,25
1135,1237,2 x AMD EPYC 9374F 32-Core,4.0,nwchem,Seconds (Average),1304,19
1136,1238,AMD EPYC 9655 96-Core,8.0,nwchem,Seconds (Average),1313,22
1137,1239,AMD EPYC 9755 128-Core,14.0,nwchem,Seconds (Average),1319,11
1138,1240,2 x AMD EPYC 9755 128-Core,8.0,nwchem,Seconds (Average),1320,17
1139,1242,AMD EPYC 9554 64-Core,13.0,nwchem,Seconds (Average),1450,6
1140,1243,2 x AMD EPYC 9684X 96-Core,12.0,nwchem,Seconds (Average),1474,185
1141,1244,2 x AMD EPYC 9654 96-Core,37.0,nwchem,Seconds (Average),1494,91
1142,1245,AMD EPYC 9654 96-Core,17.0,nwchem,Seconds (Average),1518,79
1143,1246,2 x AMD EPYC 9965 192-Core,3.0,nwchem,Seconds (Average),1558,1558
1144,1247,Intel Xeon 6980P,7.0,nwchem,Seconds (Average),1564,4
1145,1248,AMD EPYC 9684X 96-Core,10.0,nwchem,Seconds (Average),1565,99
1146,1249,2 x AMD EPYC 9754 128-Core,16.0,nwchem,Seconds (Average),1569,219
1147,1250,AMD EPYC 9965 192-Core,3.0,nwchem,Seconds (Average),1594,1594
1148,1251,AMD Ryzen Threadripper PRO 7995WX 96-Cores,3.0,nwchem,Seconds (Average),1599,4
1149,1252,2 x Intel Xeon 6980P,17.0,nwchem,Seconds (Average),1645,55
1150,1253,AMD EPYC 9754 128-Core,9.0,nwchem,Seconds (Average),1682,37
1151,1254,2 x INTEL XEON PLATINUM 8592+,19.0,nwchem,Seconds (Average),1769,48
1152,1255,2 x AMD EPYC 75F3 32-Core,41.0,nwchem,Seconds (Average),1778,100
1153,1257,2 x AMD EPYC 7543 32-Core,9.0,nwchem,Seconds (Average),1841,97
1154,1258,INTEL XEON PLATINUM 8592+,13.0,nwchem,Seconds (Average),1852,20
1155,1259,2 x AMD EPYC 7513 32-Core,6.0,nwchem,Seconds (Average),1872,95
1156,1260,AMD EPYC 8534P 64-Core,8.0,nwchem,Seconds (Average),1893,128
1157,1261,2 x AMD EPYC 7643 48-Core,5.0,nwchem,Seconds (Average),1901,102
1158,1262,2 x AMD EPYC 7763 64-Core,35.0,nwchem,Seconds (Average),1957,113
1159,1263,2 x AMD EPYC 7773X 64-Core,25.0,nwchem,Seconds (Average),1969,52
1160,1264,2 x Intel Xeon Platinum 8380,32.0,nwchem,Seconds (Average),2018,199
1161,1265,2 x AMD EPYC 7663 56-Core,6.0,nwchem,Seconds (Average),2062,105
1162,1266,2 x AMD EPYC 7742 64-Core,18.0,nwchem,Seconds (Average),2089,88
1163,1267,AMD EPYC 8534PN 64-Core,8.0,nwchem,Seconds (Average),2100,144
1164,1268,2 x AMD EPYC 7713 64-Core,23.0,nwchem,Seconds (Average),2141,87
1165,1269,AMD EPYC 7763 64-Core,21.0,nwchem,Seconds (Average),2160,154
1166,1270,AMD EPYC 7773X 64-Core,14.0,nwchem,Seconds (Average),2163,100
1167,1271,2 x AMD EPYC 7453 28-Core,4.0,nwchem,Seconds (Average),2199,87
1168,1273,2 x AMD EPYC 7443 24-Core,7.0,nwchem,Seconds (Average),2211,91
1169,1274,AMD EPYC 7662 64-Core,5.0,nwchem,Seconds (Average),2222,4
1170,1275,2 x Intel Xeon Platinum 8362,3.0,nwchem,Seconds (Average),2226,85
1171,1276,Intel Xeon Max 9480,4.0,nwchem,Seconds (Average),2242,3
1172,1277,2 x AMD EPYC 74F3 24-Core,7.0,nwchem,Seconds (Average),2246,106
1173,1278,AMD EPYC 7702 64-Core,5.0,nwchem,Seconds (Average),2254,16
1174,1279,AMD Ryzen Threadripper 3990X 64-Core,5.0,nwchem,Seconds (Average),2286,286
1175,1281,2 x AMD EPYC 7F72 24-Core,4.0,nwchem,Seconds (Average),2311,17
1176,1282,AMD EPYC 7742 64-Core,14.0,nwchem,Seconds (Average),2312,137
1177,1283,AMD EPYC 7713 64-Core,19.0,nwchem,Seconds (Average),2344,163
1178,1284,AMD EPYC 9374F 32-Core,4.0,nwchem,Seconds (Average),2413,62
1179,1286,Intel Xeon Max 9468,5.0,nwchem,Seconds (Average),2533,18
1180,1287,AMD EPYC 7663 56-Core,4.0,nwchem,Seconds (Average),2589,123
1181,1288,AMD EPYC 7642 48-Core,4.0,nwchem,Seconds (Average),2656,16
1182,1289,2 x AMD EPYC 7601 32-Core,12.0,nwchem,Seconds (Average),2664,112
1183,1290,AMD EPYC 7643 48-Core,4.0,nwchem,Seconds (Average),2695,229
1184,1292,2 x Intel Xeon Platinum 8280,10.0,nwchem,Seconds (Average),2699,37
1185,1295,AMD EPYC 7552 48-Core,5.0,nwchem,Seconds (Average),2724,16
1186,1296,2 x Intel Xeon Gold 6342,4.0,nwchem,Seconds (Average),2796,84
1187,1297,AMD EPYC 7713P 64-Core,3.0,nwchem,Seconds (Average),2800,2800
1188,1298,2 x AMD EPYC 73F3 16-Core,8.0,nwchem,Seconds (Average),2939,103
1189,1299,2 x Intel Xeon Gold 6338,3.0,nwchem,Seconds (Average),3019,16
1190,1300,2 x AMD EPYC 7343 16-Core,8.0,nwchem,Seconds (Average),3056,89
1191,1301,AMD EPYC 75F3 32-Core,25.0,nwchem,Seconds (Average),3142,192
1192,1302,2 x AMD EPYC 7F52 16-Core,3.0,nwchem,Seconds (Average),3148,20
1193,1303,2 x AMD EPYC 7373X 16-Core,9.0,nwchem,Seconds (Average),3154,103
1194,1304,2 x AMD EPYC 7313 16-Core,4.0,nwchem,Seconds (Average),3274,170
1195,1305,AMD EPYC 7543 32-Core,17.0,nwchem,Seconds (Average),3316,193
1196,1306,Intel Xeon Platinum 8380,20.0,nwchem,Seconds (Average),3337,305
1197,1308,AMD Ryzen 9 9950X 16-Core,4.0,nwchem,Seconds (Average),3496,12
1198,1309,AMD EPYC 7513 32-Core,4.0,nwchem,Seconds (Average),3599,211
1199,1310,AMD EPYC 7532 32-Core,5.0,nwchem,Seconds (Average),3655,3
1200,1311,AMD EPYC 7542 32-Core,4.0,nwchem,Seconds (Average),3670,31
1201,1312,AMD EPYC 7502P 32-Core,5.0,nwchem,Seconds (Average),3684,12
1202,1313,AMD Ryzen Threadripper PRO 5965WX 24-Cores,18.0,nwchem,Seconds (Average),3694,153
1203,1314,2 x Intel Xeon Gold 6346,4.0,nwchem,Seconds (Average),3747,140
1204,1315,AMD Ryzen 9 7950X3D 16-Core,4.0,nwchem,Seconds (Average),3944,240
1205,1316,AMD EPYC 74F3 24-Core,10.0,nwchem,Seconds (Average),4005,184
1206,1317,AMD EPYC 7453 28-Core,3.0,nwchem,Seconds (Average),4073,189
1207,1318,AMD EPYC 7443 24-Core,5.0,nwchem,Seconds (Average),4171,215
1208,1319,AMD Ryzen 9 7950X 16-Core,3.0,nwchem,Seconds (Average),4240,38
1209,1320,2 x Intel Xeon Gold 5220R,7.0,nwchem,Seconds (Average),4269,24
1210,1321,AMD EPYC 7413 24-Core,4.0,nwchem,Seconds (Average),4440,193
1211,1322,AMD EPYC 7402P 24-Core,5.0,nwchem,Seconds (Average),4720,23
1212,1323,Intel Xeon Gold 6338,3.0,nwchem,Seconds (Average),4755,9
1213,1324,Intel Xeon Gold 6258R,3.0,nwchem,Seconds (Average),4941,34
1214,1325,Intel Xeon Platinum 8280,5.0,nwchem,Seconds (Average),5134,187
1215,1326,2 x AMD EPYC 72F3 8-Core,3.0,nwchem,Seconds (Average),5151,115
1216,1327,AMD Ryzen 9 7900X 12-Core,4.0,nwchem,Seconds (Average),5221,101
1217,1328,Intel Xeon Gold 6342,3.0,nwchem,Seconds (Average),5232,292
1218,1329,AMD Ryzen 9 5950X 16-Core,6.0,nwchem,Seconds (Average),5251,310
1219,1330,AMD EPYC 73F3 16-Core,8.0,nwchem,Seconds (Average),5273,141
1220,1331,AMD EPYC 7343 16-Core,8.0,nwchem,Seconds (Average),5483,182
1221,1332,AMD EPYC 7373X 16-Core,7.0,nwchem,Seconds (Average),5568,184
1222,1333,AMD Ryzen 9 3950X 16-Core,3.0,nwchem,Seconds (Average),5630,12
1223,1334,Intel Core i9-12900K,18.0,nwchem,Seconds (Average),5725,840
1224,1335,AMD EPYC 7313 16-Core,3.0,nwchem,Seconds (Average),5900,185
1225,1336,AMD EPYC 7F52 16-Core,8.0,nwchem,Seconds (Average),5951,283
1226,1337,AMD Ryzen 9 5900X 12-Core,3.0,nwchem,Seconds (Average),5987,25
1227,1338,Intel Xeon Gold 6346,6.0,nwchem,Seconds (Average),6346,563
1228,1339,AMD EPYC 7302P 16-Core,5.0,nwchem,Seconds (Average),6686,21
1229,1340,AMD EPYC 7282 16-Core,5.0,nwchem,Seconds (Average),7074,41
1230,1341,Intel Xeon Gold 5220R,3.0,nwchem,Seconds (Average),7959,28
1231,1342,AMD EPYC 7272 12-Core,5.0,nwchem,Seconds (Average),8876,72
1232,1344,AMD Ryzen 3 3300X 4-Core,3.0,nwchem,Seconds (Average),15862,13
1233,1345,AMD Ryzen 5 3400G,5.0,nwchem,Seconds (Average),19626,60
1234,1347,2 x Intel Xeon 6980P,25.0,openfoam,Seconds (Average),72,3
1235,1348,2 x AMD EPYC 9755 128-Core,30.0,openfoam,Seconds (Average),73,3
1236,1349,2 x AMD EPYC 9965 192-Core,5.0,openfoam,Seconds (Average),78,3
1237,1350,2 x AMD EPYC 9655 96-Core,5.0,openfoam,Seconds (Average),87,1
1238,1351,2 x AMD EPYC 9684X 96-Core,15.0,openfoam,Seconds (Average),92,9
1239,1352,2 x AMD EPYC 9575F 64-Core,4.0,openfoam,Seconds (Average),104,104
1240,1353,2 x AMD EPYC 9654 96-Core,41.0,openfoam,Seconds (Average),116,14
1241,1354,2 x AMD EPYC 9634 84-Core,11.0,openfoam,Seconds (Average),118,4
1242,1355,Intel Xeon 6980P,11.0,openfoam,Seconds (Average),127,4
1243,1356,2 x AMD EPYC 9754 128-Core,13.0,openfoam,Seconds (Average),129,13
1244,1357,2 x AMD EPYC 9554 64-Core,20.0,openfoam,Seconds (Average),130,2
1245,1358,2 x INTEL XEON PLATINUM 8592+,9.0,openfoam,Seconds (Average),138,1
1246,1359,4 x Intel Xeon 6728P,3.0,openfoam,Seconds (Average),140,1
1247,1360,AMD EPYC 9755 128-Core,17.0,openfoam,Seconds (Average),161,1
1248,1361,2 x AMD EPYC 9374F 32-Core,7.0,openfoam,Seconds (Average),170,1
1249,1362,2 x AMD EPYC 9384X 32-Core,7.0,openfoam,Seconds (Average),170,1
1250,1363,AMD EPYC 9965 192-Core,4.0,openfoam,Seconds (Average),176,176
1251,1364,AMD EPYC 9684X 96-Core,14.0,openfoam,Seconds (Average),186,9
1252,1365,2 x Intel Xeon Max 9480,29.0,openfoam,Seconds (Average),193,20
1253,1366,AMD EPYC 9655 96-Core,8.0,openfoam,Seconds (Average),194,1
1254,1367,2 x Intel Xeon Platinum 8490H,26.0,openfoam,Seconds (Average),195,2
1255,1368,2 x AMD EPYC 7573X 32-Core,5.0,openfoam,Seconds (Average),204,1
1256,1369,2 x Intel Xeon Platinum 8468,3.0,openfoam,Seconds (Average),214,2
1257,1371,2 x Intel Xeon Platinum 8474C,3.0,openfoam,Seconds (Average),234,14
1258,1372,AMD EPYC 9575F 64-Core,9.0,openfoam,Seconds (Average),240,25
1259,1373,2 x Intel Xeon Platinum 8462Y+,4.0,openfoam,Seconds (Average),262,2
1260,1374,2 x AMD EPYC 9184X 16-Core,4.0,openfoam,Seconds (Average),263,263
1261,1375,AMD EPYC 9634 84-Core,5.0,openfoam,Seconds (Average),270,1
1262,1376,AMD EPYC 9654 96-Core,25.0,openfoam,Seconds (Average),272,40
1263,1377,2 x AMD EPYC 7763 64-Core,10.0,openfoam,Seconds (Average),277,1
1264,1378,2 x AMD EPYC 7713 64-Core,3.0,openfoam,Seconds (Average),286,286
1265,1379,2 x AMD EPYC 7663 56-Core,3.0,openfoam,Seconds (Average),296,296
1266,1380,2 x AMD EPYC 7643 48-Core,6.0,openfoam,Seconds (Average),297,1
1267,1381,INTEL XEON PLATINUM 8592+,8.0,openfoam,Seconds (Average),304,2
1268,1382,2 x AMD EPYC 75F3 32-Core,3.0,openfoam,Seconds (Average),310,1
1269,1383,2 x Intel Xeon Gold 6442Y,3.0,openfoam,Seconds (Average),318,1
1270,1384,2 x AMD EPYC 7543 32-Core,3.0,openfoam,Seconds (Average),320,1
1271,1386,AMD Ryzen Threadripper PRO 7995WX 96-Cores,13.0,openfoam,Seconds (Average),326,9
1272,1387,AMD EPYC 9845 160-Core,9.0,openfoam,Seconds (Average),328,6
1273,1388,2 x AMD EPYC 7373X 16-Core,5.0,openfoam,Seconds (Average),333,1
1274,1390,2 x AMD EPYC 7K62 48-Core,3.0,openfoam,Seconds (Average),353,18
1275,1391,2 x Intel Xeon Platinum 8380,15.0,openfoam,Seconds (Average),362,3
1276,1392,AMD EPYC 9374F 32-Core,4.0,openfoam,Seconds (Average),373,1
1277,1395,2 x Intel Xeon Platinum 8362,4.0,openfoam,Seconds (Average),401,3
1278,1396,AMD Ryzen Threadripper PRO 9995WX 96-Cores,5.0,openfoam,Seconds (Average),402,1
